Time,Magnitude,Place,Latitude,Longitude,Depth
1994-12-13 08:17:39.750,3.9,"32 km WSW of Émponas, Greece",36.107,27.527,10.0
1994-12-13 07:03:36.220,3.5,"18 km ESE of Çayl?, Turkey",38.091,28.343,10.0
1994-12-12 15:03:33.440,3.2,"7 km SSW of Emet, Turkey",39.282,29.225,10.0
1994-12-12 13:13:06.050,2.7,"9 km ENE of Kestel, Turkey",40.218,29.323,10.0
1994-12-12 02:19:34.850,2.8,"16 km NE of Erdek, Turkey",40.501,27.935,10.0
1994-12-11 19:03:17.160,2.9,"14 km ESE of S?nd?rg?, Turkey",39.173,28.324,10.0
1994-12-11 18:23:31.310,3.9,"35 km W of Émponas, Greece",36.175,27.47,10.0
1994-12-11 12:27:55.450,3.4,"29 km W of Émponas, Greece",36.202,27.526,10.0
1994-12-11 10:10:37.610,3.8,"44 km W of Émponas, Greece",36.231,27.364,10.0
1994-12-11 10:04:43.970,4.1,"32 km W of Émponas, Greece",36.171,27.504,10.0
1994-12-11 07:44:22.060,3.8,"31 km WSW of Émponas, Greece",36.076,27.561,10.0
1994-12-10 17:35:00.270,3.3,"24 km NE of Ortaca, Turkey",37.019,28.928,10.0
1994-12-10 14:55:17.680,2.8,"4 km ENE of Ortaköy, Turkey",41.118,28.422,10.0
1994-12-10 05:53:16.010,2.9,"7 km N of Kar?ncal?, Turkey",40.04,28.865,10.0
1994-12-10 00:19:33.430,3.3,"2 km WNW of Gölcük, Turkey",40.72,29.789,10.0
1994-12-09 20:13:29.330,2.9,"11 km SSE of Kumba?, Turkey",40.782,27.492,10.0
1994-12-09 07:51:21.230,3.4,"5 km W of K?z?lören, Turkey",38.256,30.091,10.0
1994-12-08 17:54:53.320,3.0,"8 km NE of Geyve, Turkey",40.562,30.366,10.0
1994-12-07 10:09:54.140,2.8,"11 km ENE of K?rka?aç, Turkey",39.138,27.791,10.0
1994-12-07 09:44:56.160,2.8,"3 km E of K?rka?aç, Turkey",39.102,27.711,10.0
1994-12-06 07:48:34.430,3.1,"27 km NE of Ortaca, Turkey",37.038,28.95,10.0
1994-12-06 04:42:53.170,2.8,"18 km SSW of Kumba?, Turkey",40.724,27.386,5.0
1994-12-06 01:40:47.830,3.1,"17 km ENE of Marmara, Turkey",40.632,27.75,10.0
1994-12-05 19:15:35.930,2.9,"11 km WSW of Ye?ilova, Turkey",37.479,29.626,10.0
1994-12-04 15:09:51.900,3.4,"18 km NE of Ortaca, Turkey",36.957,28.911,10.0
1994-12-04 11:37:23.980,3.1,"2 km W of Göcek, Turkey",36.753,28.917,10.0
1994-12-04 05:07:57.360,3.0,"12 km NNE of Bigadiç, Turkey",39.49,28.195,5.0
1994-12-04 01:14:56.990,2.8,"8 km NE of Demirta?, Turkey",40.336,29.161,5.0
1994-12-03 15:02:49.990,2.9,"18 km ENE of Ar?köy, Turkey",41.319,29.187,10.0
1994-12-02 17:11:08.740,3.0,"15 km ESE of Emet, Turkey",39.297,29.428,5.0
1994-12-02 07:38:11.360,3.5,"4 km SSW of Çandarl?, Turkey",38.898,26.909,10.0
1994-12-01 14:05:19.460,2.8,"14 km SW of Domaniç, Turkey",39.726,29.473,10.0
1994-12-01 13:38:21.250,2.8,"10 km WSW of Mudanya, Turkey",40.338,28.772,10.0
1994-12-01 12:10:38.280,2.8,"15 km NW of Tav?anl?, Turkey",39.637,29.36,10.0
1994-12-01 12:06:43.760,2.8,"26 km NNE of Bergama, Turkey",39.345,27.271,5.0
1994-12-01 12:00:17.810,2.7,"22 km SSE of Keles, Turkey",39.73,29.353,10.0
1994-12-01 11:12:38.630,2.7,"15 km NE of Sava?tepe, Turkey",39.488,27.772,10.0
1994-11-30 20:40:33.140,2.9,"12 km NW of Turgutlu, Turkey",38.576,27.603,5.0
1994-11-30 15:53:04.030,2.9,"6 km SSW of Keles, Turkey",39.864,29.199,5.0
1994-11-30 13:10:02.750,3.1,"16 km NNW of Korkuteli, Turkey",37.2,30.111,10.0
1994-11-30 12:29:52.040,3.0,"25 km NE of Ortaca, Turkey",36.999,28.97,5.0
1994-11-30 12:17:56.730,3.3,"19 km NE of Ortaca, Turkey",36.97,28.903,10.0
1994-11-30 11:58:47.640,3.4,"20 km WNW of Karaburun, Turkey",38.696,26.291,5.0
1994-11-30 11:02:59.110,3.0,"5 km SW of Umurbey, Turkey",40.374,29.141,10.0
1994-11-30 10:48:41.430,3.0,"20 km SW of Marmara Ere?lisi, Turkey",40.82,27.804,5.0
1994-11-30 08:56:23.240,3.3,"29 km NNE of Ortaca, Turkey",37.096,28.869,10.0
1994-11-30 08:19:59.840,2.8,"10 km NNW of K?n?k, Turkey",39.173,27.321,5.0
1994-11-30 08:02:30.320,3.6,"26 km NNE of Ortaca, Turkey",37.051,28.913,10.0
1994-11-30 07:16:33.430,3.1,"15 km NE of Ortaca, Turkey",36.946,28.87,10.0
1994-11-30 02:52:24.780,2.7,"22 km SW of Marmara Ere?lisi, Turkey",40.825,27.766,5.0
1994-11-30 00:48:14.770,3.2,"12 km NNE of Ortaca, Turkey",36.952,28.801,10.0
1994-11-29 21:12:22.880,2.7,"25 km ENE of Marmara, Turkey",40.66,27.839,10.0
1994-11-29 20:20:22.390,3.2,"21 km SSW of Enez, Turkey",40.542,26.003,10.0
1994-11-29 19:42:11.980,2.6,"13 km WNW of Yenice, Turkey",39.826,28.768,10.0
1994-11-29 13:46:43.070,2.6,"3 km SSE of Kestel, Turkey",40.167,29.224,5.0
1994-11-29 08:18:16.030,2.8,"21 km ENE of K?rka?aç, Turkey",39.195,27.892,10.0
1994-11-29 08:11:01.280,2.8,"10 km WSW of Soma, Turkey",39.157,27.498,10.0
1994-11-29 03:29:50.860,2.8,"3 km WNW of Kar?ncal?, Turkey",39.984,28.825,10.0
1994-11-28 19:27:55.640,3.2,"22 km NE of Ortaca, Turkey",37.001,28.909,10.0
1994-11-28 16:29:38.820,2.7,"5 km SSE of Kad?köy, Turkey",40.574,29.259,10.0
1994-11-28 13:51:43.720,2.7,"15 km NW of Tav?anl?, Turkey",39.648,29.389,5.0
1994-11-28 12:43:37.740,2.8,"27 km NNE of Bergama, Turkey",39.353,27.29,10.0
1994-11-28 12:02:14.040,3.2,"4 km SE of Göcek, Turkey",36.723,28.983,10.0
1994-11-28 08:28:12.460,2.8,"5 km SW of Soma, Turkey",39.15,27.56,10.0
1994-11-28 08:15:40.850,2.8,"23 km WSW of Sava?tepe, Turkey",39.333,27.395,10.0
1994-11-28 01:15:51.280,2.8,"7 km NNE of Simav, Turkey",39.151,29.022,10.0
1994-11-27 22:58:11.030,2.8,"7 km NNE of Simav, Turkey",39.145,29.014,5.0
1994-11-27 22:08:24.510,2.5,"8 km W of Kocadere, Turkey",40.625,28.933,5.0
1994-11-27 21:50:04.680,3.2,"13 km SSE of Sarigerme, Turkey",36.604,28.762,33.0
1994-11-27 19:04:53.380,2.9,"13 km E of Bigadiç, Turkey",39.413,28.282,10.0
1994-11-27 18:45:22.830,3.0,"40 km ESE of Faliraki, Greece",36.218,28.622,33.0
1994-11-27 16:16:14.280,3.4,"15 km S of Enez, Turkey",40.586,26.087,10.0
1994-11-27 11:56:52.880,2.8,"10 km NNE of Bergama, Turkey",39.199,27.247,5.0
1994-11-27 06:32:58.940,2.9,"27 km SSW of Dursunbey, Turkey",39.358,28.495,5.0
1994-11-27 02:46:06.280,2.7,"17 km NNE of Marmara, Turkey",40.739,27.599,5.0
1994-11-27 02:38:28.610,3.8,"25 km NE of Ortaca, Turkey",36.986,28.978,5.0
1994-11-27 01:31:05.970,3.0,"24 km NE of Ortaca, Turkey",37.012,28.939,5.0
1994-11-26 22:31:44.260,3.1,"9 km NE of Ortaca, Turkey",36.91,28.83,10.0
1994-11-26 22:11:48.030,3.4,"11 km WNW of S?nd?rg?, Turkey",39.284,28.056,10.0
1994-11-26 21:44:08.200,2.7,"18 km NE of Bigadiç, Turkey",39.493,28.298,10.0
1994-11-26 18:28:17.720,3.2,"8 km NE of Ortaca, Turkey",36.887,28.84,5.0
1994-11-26 17:30:55.810,3.1,"22 km W of Sarigerme, Turkey",36.704,28.458,33.0
1994-11-26 10:26:35.010,2.7,"24 km WNW of Tav?anl?, Turkey",39.662,29.257,10.0
1994-11-26 07:39:38.750,,"38 km SSW of Mandráki, Greece",36.287,26.997,130.0
1994-11-25 23:38:10.090,3.1,"8 km NNE of Özdere, Turkey",38.086,27.156,10.0
1994-11-25 22:12:04.860,3.0,"19 km E of Ye?ilova, Turkey",37.526,29.974,10.0
1994-11-25 16:01:31.400,2.7,"12 km SW of Gürp?nar, Turkey",40.902,28.517,10.0
1994-11-25 13:43:15.150,2.8,"12 km N of Tav?anl?, Turkey",39.65,29.482,10.0
1994-11-25 13:30:58.480,3.0,"9 km SSW of Göcek, Turkey",36.67,28.923,5.0
1994-11-25 12:55:47.450,2.8,"11 km NNW of K?n?k, Turkey",39.183,27.349,10.0
1994-11-25 11:36:58.690,2.7,"10 km N of Tav?anl?, Turkey",39.636,29.476,5.0
1994-11-25 10:34:15.900,2.8,"5 km ESE of Kar?ncal?, Turkey",39.954,28.918,10.0
1994-11-25 08:15:13.390,2.8,"16 km SSE of Band?rma, Turkey",40.212,28.04,5.0
1994-11-25 00:45:49.990,3.1,"24 km NNE of Ortaca, Turkey",37.055,28.819,10.0
1994-11-24 14:05:56.720,2.7,"20 km E of Emet, Turkey",39.324,29.498,10.0
1994-11-24 12:31:46.910,2.9,"18 km SW of Domaniç, Turkey",39.708,29.436,10.0
1994-11-24 11:06:00.670,2.8,"19 km NNW of Karacabey, Turkey",40.383,28.295,5.0
1994-11-24 10:51:39.310,2.8,"15 km NNW of Tav?anl?, Turkey",39.677,29.449,10.0
1994-11-24 10:15:54.270,2.6,"1 km SW of Kar?ncal?, Turkey",39.962,28.843,5.0
1994-11-24 09:09:00.810,2.8,"12 km N of Bergama, Turkey",39.234,27.203,10.0
1994-11-24 03:02:40.490,2.6,"13 km SE of Balya, Turkey",39.66,27.683,10.0
1994-11-24 01:34:36.780,2.8,"14 km ENE of K?rka?aç, Turkey",39.172,27.809,10.0
1994-11-23 19:11:57.310,2.6,"14 km SSE of Yakuplu, Turkey",40.861,28.727,5.0
1994-11-23 18:26:40.790,3.3,"4 km SSE of Sarigerme, Turkey",36.68,28.721,33.0
1994-11-23 16:50:14.420,3.1,"18 km NE of Ortaca, Turkey",36.949,28.917,5.0
1994-11-23 16:29:11.590,3.1,"7 km SSW of Sarigerme, Turkey",36.647,28.683,33.0
1994-11-23 16:12:03.350,3.6,"8 km NNW of Göcek, Turkey",36.819,28.908,10.0
1994-11-23 13:19:51.250,2.8,"14 km NNW of Tav?anl?, Turkey",39.655,29.416,10.0
1994-11-23 11:14:47.030,2.8,"11 km NNW of Tav?anl?, Turkey",39.633,29.427,5.0
1994-11-23 03:11:13.710,2.7,"19 km NNE of Simav, Turkey",39.255,29.035,5.0
1994-11-23 01:40:09.860,3.1,"25 km NNW of Eceabat, Turkey",40.385,26.214,5.0
1994-11-22 19:25:23.140,3.0,"11 km ESE of Seyitgazi, Turkey",39.424,30.827,5.0
1994-11-22 18:23:51.260,3.1,"10 km SE of Sarigerme, Turkey",36.64,28.778,33.0
1994-11-22 14:56:07.150,2.7,"14 km NNW of Tav?anl?, Turkey",39.667,29.435,10.0
1994-11-22 14:20:26.270,2.8,"2 km WSW of Kestel, Turkey",40.188,29.185,5.0
1994-11-22 13:19:14.760,2.8,"15 km NNW of Tav?anl?, Turkey",39.664,29.399,10.0
1994-11-22 13:14:19.660,2.8,"17 km NNW of Tav?anl?, Turkey",39.686,29.42,10.0
1994-11-22 12:54:45.210,2.7,"17 km SSE of Gömeç, Turkey",39.254,26.952,10.0
1994-11-22 09:55:55.890,2.8,"14 km S of Domaniç, Turkey",39.672,29.581,10.0
1994-11-22 08:07:10.150,3.2,"5 km ENE of Sarigerme, Turkey",36.729,28.759,10.0
1994-11-22 03:04:02.790,2.8,"19 km W of S?nd?rg?, Turkey",39.253,27.954,10.0
1994-11-21 16:27:13.280,3.1,"16 km NNE of Ortaca, Turkey",36.981,28.809,10.0
1994-11-21 15:56:31.900,3.0,"13 km NNW of ?hsaniye, Turkey",39.14,30.341,5.0
1994-11-21 00:11:25.240,3.5,"7 km SE of Agía Paraskeví, Greece",39.196,26.334,10.0
1994-11-20 17:22:03.150,3.4,"10 km NE of Ortaca, Turkey",36.893,28.858,10.0
1994-11-20 14:42:22.130,3.3,"9 km ENE of Ortaca, Turkey",36.864,28.862,10.0
1994-11-20 03:10:55.260,3.0,"9 km W of Karacabey, Turkey",40.217,28.246,10.0
1994-11-20 01:13:24.750,3.2,"13 km NE of Ortaca, Turkey",36.932,28.862,10.0
1994-11-19 22:30:06.020,3.0,"8 km E of Sar?göl, Turkey",38.242,28.788,10.0
1994-11-19 18:52:21.070,3.1,"10 km WNW of Polichnítos, Greece",39.109,26.067,10.0
1994-11-19 10:57:39.420,2.8,"11 km WSW of Bigadiç, Turkey",39.361,28.008,10.0
1994-11-19 05:53:21.070,3.4,"11 km SE of Mantamádos, Greece",39.233,26.425,10.0
1994-11-19 05:48:04.230,3.0,"11 km NE of Ayd?n, Turkey",37.923,27.921,10.0
1994-11-18 20:27:54.290,3.3,"6 km NE of Dalaman, Turkey",36.806,28.854,10.0
1994-11-18 15:26:36.330,3.4,"20 km NNE of Ortaca, Turkey",37.0,28.873,10.0
1994-11-18 13:34:56.480,2.7,"12 km S of Domaniç, Turkey",39.69,29.594,10.0
1994-11-18 13:25:36.210,3.4,"15 km NW of Karaburun, Turkey",38.748,26.407,10.0
1994-11-18 13:21:05.020,2.9,"7 km NNE of Hamdibey, Turkey",39.908,27.293,10.0
1994-11-18 10:25:53.220,2.7,"11 km N of Tav?anl?, Turkey",39.645,29.522,10.0
1994-11-17 21:56:23.530,3.1,"12 km SSW of Ahmetli, Turkey",38.421,27.863,10.0
1994-11-17 21:55:38.280,2.8,"5 km SSW of Dikili, Turkey",39.026,26.869,10.0
1994-11-17 20:13:04.860,3.6,"18 km NE of Ortaca, Turkey",36.961,28.906,10.0
1994-11-17 19:19:22.000,2.7,"24 km S of Marmara Ere?lisi, Turkey",40.748,28.005,10.0
1994-11-17 18:34:42.540,3.3,"5 km NE of Ortaca, Turkey",36.877,28.805,10.0
1994-11-17 17:10:19.310,3.3,"5 km NE of Ortaca, Turkey",36.872,28.818,10.0
1994-11-17 14:34:24.340,2.7,"6 km NNE of Tav?anl?, Turkey",39.594,29.54,10.0
1994-11-17 12:50:40.700,2.8,"14 km SSE of Keles, Turkey",39.796,29.289,10.0
1994-11-17 11:48:22.880,3.4,"13 km NNE of Ortaca, Turkey",36.943,28.842,10.0
1994-11-17 10:57:32.960,3.1,"15 km NE of Ortaca, Turkey",36.934,28.889,10.0
1994-11-17 09:56:43.380,2.7,"12 km N of K?n?k, Turkey",39.198,27.391,10.0
1994-11-16 22:33:48.050,3.1,"29 km NNE of Ortaca, Turkey",37.08,28.917,10.0
1994-11-16 22:13:41.410,3.4,"12 km WSW of Polichnítos, Greece",39.052,26.046,10.0
1994-11-16 18:55:45.490,2.9,"14 km SSW of Turgutlu, Turkey",38.369,27.665,10.0
1994-11-16 14:54:29.540,3.3,"8 km E of Söke, Turkey",37.747,27.508,10.0
1994-11-16 13:13:19.460,2.8,"10 km ENE of Soma, Turkey",39.23,27.711,10.0
1994-11-16 11:38:50.850,3.1,"4 km SW of Hocalar, Turkey",38.549,29.94,10.0
1994-11-16 10:16:08.650,2.9,"1 km ESE of Kar?ncal?, Turkey",39.965,28.872,10.0
1994-11-16 08:18:34.500,3.1,"30 km S of Kale, Turkey",37.164,28.868,10.0
1994-11-16 05:28:33.610,3.2,Western Turkey,37.059,28.834,10.0
1994-11-16 04:26:35.840,3.0,"8 km SSE of Vareiá, Greece",39.011,26.626,10.0
1994-11-15 23:07:40.480,3.1,"11 km ENE of Ortaca, Turkey",36.89,28.871,10.0
1994-11-15 21:09:47.060,3.7,"13 km WNW of Karaburun, Turkey",38.696,26.378,10.0
1994-11-15 19:50:12.860,2.9,"7 km S of Sarayköy, Turkey",37.859,28.926,10.0
1994-11-15 18:37:08.870,3.7,"8 km ENE of Ortaca, Turkey",36.871,28.847,10.0
1994-11-15 11:48:36.690,3.3,"7 km ENE of Ortaca, Turkey",36.864,28.848,10.0
1994-11-15 07:29:34.230,3.4,"15 km NW of Manisa, Turkey",38.731,27.325,10.0
1994-11-15 06:13:09.490,3.3,"24 km NE of Ortaca, Turkey",37.002,28.952,10.0
1994-11-15 00:50:02.130,3.5,"14 km NE of Ortaca, Turkey",36.914,28.895,10.0
1994-11-14 17:14:59.870,,"11 km NNE of Ortaca, Turkey",36.925,28.829,10.0
1994-11-14 16:27:31.630,3.2,"8 km WSW of Akhisar, Turkey",38.889,27.75,10.0
1994-11-14 16:19:43.780,3.4,"21 km NE of Ortaca, Turkey",37.0,28.899,10.0
1994-11-14 15:35:25.360,3.7,"6 km NNE of Sarigerme, Turkey",36.771,28.72,10.0
1994-11-14 08:49:04.190,3.3,"11 km NNE of Ortaca, Turkey",36.94,28.805,10.0
1994-11-14 07:54:14.820,3.9,"18 km SE of Bayburt, Turkey",40.163,40.399,10.0
1994-11-14 04:09:14.740,3.2,"5 km ENE of Ortaca, Turkey",36.864,28.819,10.0
1994-11-14 02:16:58.990,3.3,"4 km NE of Ortaca, Turkey",36.867,28.804,10.0
1994-11-14 01:57:16.410,3.5,"12 km W of Sarigerme, Turkey",36.714,28.559,10.0
1994-11-14 00:59:55.980,3.1,"22 km NNE of Ortaca, Turkey",37.018,28.879,10.0
1994-11-14 00:44:32.900,3.1,"5 km NNE of Dalaman, Turkey",36.808,28.83,10.0
1994-11-13 23:46:22.620,3.1,"8 km ENE of Ortaca, Turkey",36.858,28.857,10.0
1994-11-13 22:36:58.920,3.1,"16 km NNE of Ortaca, Turkey",36.982,28.805,10.0
1994-11-13 22:15:15.600,3.5,"16 km NE of Ortaca, Turkey",36.932,28.913,10.0
1994-11-13 20:06:30.060,3.3,"6 km S of Dalyan, Turkey",36.779,28.635,10.0
1994-11-13 17:37:08.330,3.1,"6 km ENE of Ortaca, Turkey",36.854,28.839,10.0
1994-11-13 17:32:04.520,3.2,"7 km SSW of Sarigerme, Turkey",36.659,28.66,10.0
1994-11-13 17:12:49.130,3.1,"25 km NNE of Ortaca, Turkey",37.051,28.879,10.0
1994-11-13 17:11:19.710,3.0,"11 km ESE of Kale, Turkey",37.399,28.964,10.0
1994-11-13 14:48:58.950,3.2,"33 km S of Kale, Turkey",37.14,28.831,10.0
1994-11-13 14:00:31.450,3.2,"11 km NNE of Ortaca, Turkey",36.933,28.825,10.0
1994-11-13 13:54:14.150,3.0,"12 km N of Ortaca, Turkey",36.955,28.775,10.0
1994-11-13 12:31:09.910,3.0,"1 km NNE of Dalaman, Turkey",36.775,28.809,10.0
1994-11-13 11:38:53.520,3.7,"18 km ENE of Ortaca, Turkey",36.921,28.946,11.0
1994-11-13 11:05:23.590,2.8,"14 km WNW of S?nd?rg?, Turkey",39.278,28.013,10.0
1994-11-13 11:03:06.930,3.1,"8 km NW of Göcek, Turkey",36.815,28.887,10.0
1994-11-13 10:03:24.870,3.0,"4 km ENE of Ortaca, Turkey",36.847,28.812,10.0
1994-11-13 09:07:25.250,3.3,"15 km NNE of Ortaca, Turkey",36.97,28.808,10.0
1994-11-13 08:32:56.510,3.6,"16 km N of Göcek, Turkey",36.897,28.976,33.0
1994-11-13 08:29:18.040,3.6,"2 km SSW of Ortaca, Turkey",36.816,28.757,10.0
1994-11-13 08:15:21.420,4.7,"23 km NNE of Göcek, Turkey",36.952,29.046,10.0
1994-11-13 08:14:15.430,3.2,"35 km NE of Ortaca, Turkey",37.085,29.011,10.0
1994-11-13 08:06:06.640,3.6,"9 km NNW of Göcek, Turkey",36.83,28.904,11.5
1994-11-13 07:58:15.170,4.8,"25 km NNE of Ortaca, Turkey",37.033,28.909,10.0
1994-11-13 07:50:00.390,3.4,"6 km NE of Ortaca, Turkey",36.881,28.81,10.0
1994-11-13 07:13:46.500,4.3,"21 km N of Göcek, Turkey",36.944,28.982,10.0
1994-11-13 07:03:00.530,3.4,"7 km NE of Ortaca, Turkey",36.88,28.827,10.0
1994-11-13 07:02:21.450,3.5,"10 km NNE of Ortaca, Turkey",36.919,28.822,10.0
1994-11-13 06:56:00.520,5.4,"20 km NNE of Göcek, Turkey",36.91,29.06,10.0
1994-11-12 21:45:58.730,2.7,"0 km N of S?nd?rg?, Turkey",39.243,28.178,10.0
1994-11-12 15:57:05.200,2.7,"4 km W of S?nd?rg?, Turkey",39.236,28.131,10.0
1994-11-12 14:04:55.890,2.7,"18 km NNW of Tav?anl?, Turkey",39.701,29.423,10.0
1994-11-12 14:00:52.190,3.0,"9 km E of Karamanl?, Turkey",37.376,29.927,10.0
1994-11-12 12:42:42.350,3.1,"10 km NNW of Ayvac?k, Turkey",39.692,26.369,10.0
1994-11-12 11:24:47.300,3.2,"10 km E of Pamukkale, Turkey",37.921,29.237,10.0
1994-11-12 10:52:04.820,2.6,"13 km SW of Domaniç, Turkey",39.734,29.483,10.0
1994-11-12 07:56:44.510,2.9,"23 km SE of Marmara Ere?lisi, Turkey",40.822,28.148,10.0
1994-11-12 07:46:33.020,2.8,"1 km W of K?rka?aç, Turkey",39.104,27.65,10.0
1994-11-11 16:13:18.850,3.1,"15 km W of Alt?nyayla, Turkey",36.983,29.371,10.0
1994-11-11 12:19:54.110,3.1,"6 km SW of Marmara, Turkey",40.547,27.5,10.0
1994-11-11 12:05:56.690,3.0,"16 km NE of Karamanl?, Turkey",37.48,29.95,10.0
1994-11-11 10:44:00.040,3.0,"19 km NNW of Karacabey, Turkey",40.382,28.305,10.0
1994-11-11 06:20:51.130,3.4,"11 km NE of Ortaca, Turkey",36.915,28.849,10.0
1994-11-11 02:18:25.040,2.7,"14 km S of Mudanya, Turkey",40.248,28.866,10.0
1994-11-10 22:31:55.610,2.8,"12 km W of Yeni?ehir, Turkey",40.272,29.508,10.0
1994-11-10 15:10:53.390,2.8,"3 km S of Soma, Turkey",39.151,27.602,10.0
1994-11-10 14:52:36.500,2.6,"0 km WNW of Kestel, Turkey",40.2,29.209,10.0
1994-11-10 14:11:09.010,2.7,"10 km E of K?n?k, Turkey",39.093,27.508,10.0
1994-11-10 02:46:57.970,3.0,"20 km NNE of Ortaca, Turkey",37.004,28.866,10.0
1994-11-10 00:49:19.720,4.1,"33 km NNE of Ortaca, Turkey",37.109,28.928,10.0
1994-11-09 17:47:12.790,3.3,"4 km WSW of Míthymna, Greece",39.354,26.128,10.0
1994-11-09 12:33:36.150,2.8,"13 km NNW of Tav?anl?, Turkey",39.662,29.449,10.0
1994-11-09 10:16:04.520,2.7,"16 km SW of Domaniç, Turkey",39.688,29.494,10.0
1994-11-09 09:58:10.610,3.2,"2 km E of Ortaca, Turkey",36.842,28.797,10.0
1994-11-09 07:51:38.420,2.9,"8 km NE of Manisa, Turkey",38.673,27.479,10.0
1994-11-09 05:13:12.400,3.9,"13 km NE of Ortaca, Turkey",36.941,28.852,5.0
1994-11-09 05:09:15.100,4.3,"20 km NNE of Göcek, Turkey",36.931,28.999,21.3
1994-11-08 23:29:35.310,3.1,"10 km S of Ezine, Turkey",39.691,26.327,10.0
1994-11-08 23:18:48.420,2.7,"10 km W of Emet, Turkey",39.341,29.133,5.0
1994-11-08 23:13:50.960,2.8,"29 km NNW of Eceabat, Turkey",40.437,26.245,10.0
1994-11-08 23:10:53.100,3.1,"18 km SSW of Enez, Turkey",40.561,26.038,10.0
1994-11-08 22:46:56.410,3.0,"8 km NW of Alt?nyayla, Turkey",37.042,29.467,10.0
1994-11-08 20:59:00.680,2.7,"7 km NW of Adapazar?, Turkey",40.827,30.342,10.0
1994-11-08 15:00:52.870,2.6,"12 km WSW of Domaniç, Turkey",39.778,29.472,10.0
1994-11-08 13:12:33.480,2.8,"10 km ENE of Soma, Turkey",39.231,27.719,10.0
1994-11-08 13:00:44.730,2.8,"19 km WSW of Domaniç, Turkey",39.713,29.417,10.0
1994-11-08 12:16:53.630,2.8,"5 km S of Soma, Turkey",39.139,27.611,10.0
1994-11-08 10:14:01.580,2.8,"6 km N of Tav?anl?, Turkey",39.598,29.499,10.0
1994-11-08 08:42:20.130,3.0,"16 km SE of Enez, Turkey",40.611,26.21,10.0
1994-11-08 08:18:16.650,2.7,"1 km NNE of K?rka?aç, Turkey",39.116,27.672,5.0
1994-11-08 07:32:24.310,2.8,"5 km S of Adapazar?, Turkey",40.73,30.405,10.0
1994-11-08 03:45:41.810,3.0,"9 km NE of Buldan, Turkey",38.114,28.896,5.0
1994-11-07 12:22:26.450,3.8,"28 km SE of Faliraki, Greece",36.188,28.45,33.0
1994-11-07 09:25:18.450,,"16 km NNE of Buldan, Turkey",38.186,28.884,10.0
1994-11-07 08:34:25.390,2.8,"13 km N of Tav?anl?, Turkey",39.663,29.493,10.0
1994-11-07 08:32:38.070,2.8,"3 km NNE of K?rka?aç, Turkey",39.133,27.68,10.0
1994-11-07 07:02:11.450,3.8,"14 km WNW of Karaburun, Turkey",38.669,26.354,5.0
1994-11-06 20:26:43.490,3.1,"13 km SSE of Kumba?, Turkey",40.772,27.512,10.0
1994-11-06 01:54:56.250,3.2,"10 km ENE of Sar?göl, Turkey",38.26,28.814,5.0
1994-11-06 01:05:05.400,3.0,"12 km E of Sava?tepe, Turkey",39.399,27.802,10.0
1994-11-05 19:54:11.440,3.1,"8 km SSE of Sar?göl, Turkey",38.17,28.729,5.0
1994-11-05 19:50:31.550,4.1,"10 km ESE of Sar?göl, Turkey",38.205,28.803,10.0
1994-11-05 12:35:40.070,,"15 km NW of Tav?anl?, Turkey",39.654,29.391,10.0
1994-11-05 11:12:47.350,3.6,"15 km S of Kumba?, Turkey",40.746,27.484,10.0
1994-11-05 03:16:46.910,2.6,"12 km NNW of Akyaz?, Turkey",40.791,30.571,10.0
1994-11-05 02:27:29.200,3.1,"4 km NNE of Buldan, Turkey",38.081,28.858,5.0
1994-11-05 01:08:48.760,3.1,"4 km SW of Buldan, Turkey",38.011,28.795,10.0
1994-11-05 00:30:47.280,3.3,"6 km W of Buldan, Turkey",38.053,28.754,10.0
1994-11-04 22:41:51.800,3.0,"10 km SSW of Emet, Turkey",39.253,29.222,10.0
1994-11-04 21:36:17.520,3.2,"7 km S of Elmal?, Turkey",36.668,29.925,10.0
1994-11-04 21:18:26.220,4.3,"20 km SSE of Elmal?, Turkey",36.561,29.995,10.0
1994-11-04 21:00:58.510,3.2,"17 km WSW of Güllü, Turkey",38.221,28.918,5.0
1994-11-04 19:09:03.240,3.0,"9 km ESE of Dumlup?nar, Turkey",38.82,30.082,10.0
1994-11-04 16:16:56.300,3.0,"2 km SW of Emet, Turkey",39.327,29.231,10.0
1994-11-04 15:01:18.010,2.8,"11 km N of Tav?anl?, Turkey",39.641,29.511,10.0
1994-11-04 09:46:42.090,2.8,"4 km NNE of Tav?anl?, Turkey",39.585,29.51,5.0
1994-11-03 11:59:13.580,2.8,"7 km NNE of Tav?anl?, Turkey",39.597,29.542,10.0
1994-11-02 15:55:49.150,3.0,"9 km S of Ayval?k, Turkey",39.23,26.691,5.0
1994-11-02 13:31:40.960,2.7,"10 km WNW of Tav?anl?, Turkey",39.566,29.382,10.0
1994-11-02 13:15:56.280,3.6,"14 km S of Enez, Turkey",40.596,26.094,10.0
1994-11-02 13:10:43.330,3.4,"14 km S of Enez, Turkey",40.59,26.093,10.0
1994-11-02 12:49:00.820,2.5,"11 km SE of Yuvac?k, Turkey",40.608,30.053,5.0
1994-11-02 11:01:54.740,2.8,"18 km SW of Domaniç, Turkey",39.703,29.439,10.0
1994-11-02 10:14:22.970,2.6,"21 km WNW of Tav?anl?, Turkey",39.647,29.293,10.0
